,No,City,Place,Review,Rating,Name,Date,Raw_Review,Raw_Rating
9061,9062,Mumbai,The Great Escape Water Park,visited summer old resort virar rd visit great place beat heat mumbai avoid visiting sunday gets really crowded food included,4,Anonymous,,"Visited during the summer. This is an old resort in Virar. Was my 3rd visit here.
Great place to beat the heat of Mumbai. Avoid visiting on Sunday. As it gets really crowded.
Food and everything is included.",bas
9062,9063,Mumbai,The Church of Our Lady of Salvation,oldest church mumbai walkable distance minutes dadar station enroute siddhivinayak mass outside road beauty structure mesmerising miss,4,Anonymous,,"This is one of the oldest church in Mumbai at a walkable distance of 10 minutes from Dadar station enroute to Siddhivinayak. The mass you can see from outside the road , the beauty of the structure is mesmerising. Don't miss this",bas
9063,9064,Mumbai,The Art Loft,art loft beautiful collection art like art lover love visiting places located bandra visit,5,Anonymous,,"The Art Loft has a very Beautiful collection of art , like i am art lover and i love visiting such places , located at bandra , must visit",gol
9064,9065,Mumbai,The Elephant Company,super new age shopping malls msny shops branded unbranded articles good shopping experience family,5,Anonymous,,This is one of the super New age shopping malls with so.msny shops of branded and unbranded articles. I had very good  shopping  experience  with my family,gol
9065,9066,Mumbai,The Ashleys,awesome superb place attracts lot tourists miss priority visiting mubai,5,Anonymous,,This is awesome and  superb place which   attracts  lot of tourists.  Do not miss it  and   keep it in the top  priority if you are  visiting  Mubai,gol
9066,9067,Mumbai,The Hub Mall,place nice close people jogeshwari big sufficient shopping,4,Anonymous,,This place is nice and close for people from jogeshwari as well... Not to big but sufficient enough for shopping,bas
9067,9068,Mumbai,Tower of Silence,interesting fascinating know visit talking forever drive hanging gardens upscale neighborhood malabar hill tower silence entry,4,Anonymous,,"Not interesting to see but fascinating to know about. And if you visit once, you’ll be talking about it forever. In a drive around the Hanging Gardens in the upscale neighborhood of Malabar Hill, all you’ll see of the Tower of Silence is the entry...",bas
9068,9069,Mumbai,Thiruchembur Murugan Temple,beautiful temple built height best time visit festivals decorations good,5,Anonymous,,A very beautiful temple built at some height. Best time to visit is during festivals as decorations are very good here.,gol
9069,9070,Mumbai,The National Sports Club of India,day visited raining heavily roads mumbai mess despite heavy influx cars traffic marshals excellent job sign chaos club excellent facilities helpers,4,Anonymous,,"The day I visited it was raining heavily and the roads in Mumbai were in a mess. However, despite the heavy influx of cars, traffic marshals did an excellent job and there was no sign of chaos. The club has excellent facilities and the helpers...",bas
9070,9071,Mumbai,TMT Arts,stores nice place visit enjoy shopping lot things buy antique worth crores crores nice collection,5,Anonymous,,"The  stores  is  nice place to  visit.  You can  enjoy  your shopping ,   you have  lot of  things to see and  buy. The  antique  worth  crores and crores  are  here. Nice collection",gol
9071,9072,Mumbai,Town Hall (Asiatic Society Library),went asiatic society study idea nice life member library pretty love visit study new place especially giant,5,Anonymous,,"I went to the Asiatic Society to study, and with the idea that it might be nice to be a life member. The library is very pretty, and I love to visit them and study in a new place, especially when I have a giant...",gol
9072,9073,Mumbai,Trafford House Z.J.M. Exports,trafford house store located lane jb petit high school cathedral high school fort area south bombay store sells traditional classical designed antique looking furniture new designs,3,Anonymous,,"Trafford House is a store located in a lane between JB Petit high school and Cathedral high school in the Fort area of South Bombay.
The store sells traditional, classical designed, or antique looking furniture. Most of it is made new but the designs are...",dex
9073,9074,Mumbai,Uttan Beach,read uttan beach close mumbai people visit place kms mira road calculate distance place mumabi calculating,3,Anonymous,,"I had read about the Uttan Beach and how it was so close to Mumbai and still people did not visit it. This place is about 15 kms from Mira Road, so you can calculate the distance from your place in Mumabi by calculating the...",dex
9074,9075,Mumbai,Tulika Arts Gallery,art understand visited tulika arts gallery phoenix lunch frd returned mumbai abroad years,3,Anonymous,,"i'm not all that into art and don't understand it much either so i had never visited tulika arts gallery, but we were at phoenix for lunch and my frd had just returned to Mumbai after being abroad for 6 years and since she was...",dex
9075,9076,Mumbai,Tulsi Lake,tulsi lake freshwater lake located salsette island lake built constructing dam river tasso redirecting water natural splendor lake enthralls tourists nice place people relax lake,5,Anonymous,,Tulsi Lake is a freshwater lake located on Salsette Island. This lake was built by constructing a dam across River Tasso and redirecting the water. The natural splendor of the lake enthralls the tourists and is a nice place for people to relax. The lake...,gol
9076,9077,Mumbai,Umiya Mata Ji Mandir,famous temple locals dedicated local goddess umia mata devotees come everyday worship architecture temple fine,5,Anonymous,,It is very famous temple among locals.It is dedicated to local Goddess Umia Mata. Many devotees come here everyday to worship.The architecture of the temple is also fine.,gol
9077,9078,Mumbai,Vardhman Fantasy,entry fee rs person feel hurt area spacious poorly maintained replicas famous monuments like taj mahal eiffel tower statue liberty,4,Anonymous,,"The entry fee is only Rs: 2 per person. However you would feel hurt since the area which is so spacious is poorly maintained. There are few replicas of the famous monuments like Taj mahal, Eiffel Tower, Statue of Liberty etc which could have been...",bas
9078,9079,Mumbai,University of Mumbai Library,mumbai university disliked university students illogical deadlines poor planning students admission chance choice,2,Anonymous,,"Mumbai University is the most disliked University by all students because of their illogical deadlines and poor planning. Students take admission by chance, not by choice.",fuk
9079,9080,Mumbai,V Mall,like mall eat commercial mall l classes,4,Anonymous,,"It's not like the mall around where you get everything to eat, it's more of commercial mall,l with classes",bas
9080,9081,Mumbai,Veer Savarkar Udhyan,visited place today family visited pm place calm composed good visit parents thing suggest u,4,Anonymous,,"I had visited this place today with my family. We had visited around 9:00 pm. I found this place to be very calm, composed and good to visit along with parents. One thing i can suggest if u do not have anything to do in...",bas
9081,9082,Mumbai,Versova Beach,shore dirty stinks fish smell fishing port view sea enjoyable crowded,3,Anonymous,,The shore is dirty and stinks with fish smell may be because of the fishing port. The view of the sea is enjoyable. Not much crowded.,dex
9082,9083,Mumbai,Victoria Gardens (Jijamata Udyan),visited place years thing special calmness zoo penguins animals zoo tired heyna elephants aligator hippos deers,4,Anonymous,,"I have visited this place almost after 15 years. The only thing special is the calmness in the zoo and the Penguins .
There are very few animals in the zoo and were tired. Namely:- a heyna, 2 elephants, 1aligator, 3 hippos, few deers, 1...",bas
9083,9084,Mumbai,Vihar Lake,theres terms activities standard lake vendors sort visiting places mumbai visit,3,Anonymous,,"Theres not much in terms of activities. Standard lake with vendors around it. Not one of the most sort after visiting places in mumbai, Visit if you must!",dex
